,ID,ESP,Periodo_1,Curso_1,Nota_1,Curso_2,Nota_2,Curso_3,Nota_3,Curso_4,Nota_4,Curso_5,Nota_5,Curso_6,Nota_6,Curso_7,Nota_7,Curso_8,Nota_8,Curso_9,Nota_9,Curso_10,Nota_10,Curso_11,Nota_11,Curso_12,Nota_12,Periodo_2,Curso_1,Nota_1,Curso_2,Nota_2,Curso_3,Nota_3,Curso_4,Nota_4,Curso_5,Nota_5,Curso_6,Nota_6,Curso_7,Nota_7,Curso_8,Nota_8,Curso_9,Nota_9,Curso_10,Nota_10,Curso_11,Nota_11,Curso_12,Nota_12,Periodo_3,Curso_1,Nota_1,Curso_2,Nota_2,Curso_3,Nota_3,Curso_4,Nota_4,Curso_5,Nota_5,Curso_6,Nota_6,Curso_7,Nota_7,Curso_8,Nota_8,Curso_9,Nota_9,Curso_10,Nota_10,Curso_11,Nota_11,Curso_12,Nota_12,Periodo_4,Curso_1,Nota_1,Curso_2,Nota_2,Curso_3,Nota_3,Curso_4,Nota_4,Curso_5,Nota_5,Curso_6,Nota_6,Curso_7,Nota_7,Curso_8,Nota_8,Curso_9,Nota_9,Curso_10,Nota_10,Curso_11,Nota_11,Curso_12,Nota_12,Periodo_5,Curso_1,Nota_1,Curso_2,Nota_2,Curso_3,Nota_3,Curso_4,Nota_4,Curso_5,Nota_5,Curso_6,Nota_6,Curso_7,Nota_7,Curso_8,Nota_8,Curso_9,Nota_9,Curso_10,Nota_10,Curso_11,Nota_11,Curso_12,Nota_12,Periodo_6,Curso_1,Nota_1,Curso_2,Nota_2,Curso_3,Nota_3,Curso_4,Nota_4,Curso_5,Nota_5,Curso_6,Nota_6,Curso_7,Nota_7,Curso_8,Nota_8,Curso_9,Nota_9,Curso_10,Nota_10,Curso_11,Nota_11,Curso_12,Nota_12,Periodo_7,Curso_1,Nota_1,Curso_2,Nota_2,Curso_3,Nota_3,Curso_4,Nota_4,Curso_5,Nota_5,Curso_6,Nota_6,Curso_7,Nota_7,Curso_8,Nota_8,Curso_9,Nota_9,Curso_10,Nota_10,Curso_11,Nota_11,Curso_12,Nota_12
10,217,1,1,99,0.5,68,0.6,19,0.6666666666666666,55,0.65,103,0.5833333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,56,0.8166666666666668,77,0.5,18,0.6,104,0.6833333333333332,89,0.3666666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,60,0.5333333333333333,39,0.4666666666666667,82,0.75,58,0.6166666666666667,45,0.13333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4,102,0.8166666666666668,54,0.6333333333333333,8,0.6166666666666667,10,0.20000000000000004,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,94,0.6,95,0.5,59,0.41666666666666663,69,0.6666666666666666,33,0.05000000000000002,9,0.5333333333333333,0,0.0,0,0,0,0,0,0,0,0,0,0,6,127,0.6,166,0.5166666666666666,158,0.6833333333333332,262,0.5833333333333334,219,0.8666666666666666,7,0.7333333333333334,0,0.0,0,0,0,0,0,0,0,0,0,0,7,59,0.65,106,0.4666666666666667,6,0.7666666666666666,33,0.2666666666666667,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
11,222,1,1,13,0.7999999999999999,78,0.8333333333333334,79,0.5333333333333333,14,0.5166666666666666,16,0.8166666666666668,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,56,0.75,2,0.7833333333333333,91,0.5,104,0.5,71,0.5666666666666668,134,0.9333333333333332,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,60,0.6333333333333333,90,0.6666666666666666,39,0.6833333333333332,19,0.5666666666666668,103,0.5833333333333334,4,0.6333333333333333,76,0.6833333333333332,0,0.0,0,0.0,0,0,0,0,0,0,4,102,0.7333333333333334,1,0.5833333333333334,18,0.65,3,0.6666666666666666,55,0.41666666666666663,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,94,0.6,95,0.5499999999999999,59,0.5,69,0.7000000000000001,70,0.6,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,127,0.7166666666666667,166,0.5499999999999999,141,0.6,183,0.6,68,0.65,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,7,106,0.7333333333333334,43,0.65,33,0.6166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
12,224,3,1,30,0.7000000000000001,110,0.45000000000000007,31,0.5166666666666666,15,0.21666666666666665,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,203,0.7666666666666666,56,0.7999999999999999,110,0.65,101,0.5833333333333334,15,0.5666666666666668,105,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,242,0.6166666666666667,60,0.7166666666666667,78,0.5666666666666668,79,0.35,14,0.45000000000000007,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4,79,0.5333333333333333,14,0.5833333333333334,90,0.5499999999999999,103,0.5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,32,0.6333333333333333,2,0.6666666666666666,91,0.2833333333333333,71,0.5499999999999999,183,0.43333333333333335,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,1,0.2833333333333333,91,0.35,18,0.5666666666666668,104,0.43333333333333335,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,7,91,0.5,104,0.65,4,0.2333333333333333,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
13,232,4,1,113,0.7000000000000001,90,0.6,2,0.7166666666666667,99,0.5333333333333333,19,0.7166666666666667,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,192,0.6,188,0.15,162,0.7666666666666666,77,0.6666666666666666,82,0.7333333333333334,103,0.65,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,86,0.8166666666666668,87,0.6666666666666666,102,0.35,26,0.6833333333333332,7,0.7999999999999999,8,0.5333333333333333,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4,160,0.9,161,0.7166666666666667,104,0.5333333333333333,3,0.6666666666666666,68,0.5333333333333333,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,256,0.85,102,0.6333333333333333,69,0.6333333333333333,18,0.6166666666666667,4,0.5,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,259,0.9999999999999999,1,0.6333333333333333,219,0.8666666666666666,258,0.75,6,0.7000000000000001,33,0.6166666666666667,0,0.0,0,0,0,0,0,0,0,0,0,0,7,264,0.8833333333333332,265,0.85,88,0.6833333333333332,220,0.7833333333333333,34,0.6833333333333332,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
14,233,4,1,100,0.9833333333333333,101,0.5,31,0.8833333333333332,15,0.5166666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,56,0.9,170,0.4,14,0.2333333333333333,2,0.45000000000000007,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,60,0.5,170,0.6,113,0.7333333333333334,90,0.06666666666666665,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4,192,0.6166666666666667,90,0.5499999999999999,91,0.2333333333333333,19,0.7000000000000001,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,88,0.7833333333333333,102,0.7000000000000001,1,0.5666666666666668,69,0.6833333333333332,32,0.7999999999999999,91,0.43333333333333335,0,0.0,0,0,0,0,0,0,0,0,0,0,6,259,0.5,188,0.65,160,0.6333333333333333,161,0.7833333333333333,162,0.6833333333333332,43,0.75,0,0.0,0,0,0,0,0,0,0,0,0,0,7,264,0.8833333333333332,265,0.8166666666666668,86,0.65,87,0.85,220,0.7000000000000001,104,0.3666666666666667,103,0.5833333333333334,0,0,0,0,0,0,0,0,0,0
15,235,1,1,28,0.8166666666666668,30,0.6166666666666667,110,0.5833333333333334,31,0.5666666666666668,32,0.8166666666666668,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,56,0.6833333333333332,101,0.5666666666666668,43,0.65,15,0.31666666666666665,105,0.5333333333333333,183,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,240,0.6,60,0.65,170,0.6166666666666667,14,0.5166666666666666,15,0.5,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4,188,0.41666666666666663,127,0.5,78,0.7000000000000001,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,90,0.4,2,0.5166666666666666,91,0.5499999999999999,71,0.5166666666666666,103,0.6666666666666666,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,192,0.6833333333333332,188,0.5333333333333333,90,0.6833333333333332,18,0.5499999999999999,104,0.7000000000000001,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,7,102,0.6833333333333332,1,0.5333333333333333,95,0.5166666666666666,3,0.43333333333333335,19,0.7166666666666667,4,0.5833333333333334,0,0.0,0,0,0,0,0,0,0,0,0,0
16,239,3,1,19,0.65,58,0.7166666666666667,50,0.85,45,0.43333333333333335,46,0.6833333333333332,7,0.6,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,26,0.7333333333333334,55,0.7000000000000001,89,0.5666666666666668,103,0.7166666666666667,93,0.7166666666666667,10,0.7333333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,59,0.6333333333333333,54,0.7999999999999999,44,0.6666666666666666,33,0.6833333333333332,40,0.5,152,0.7333333333333334,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,4,151,0.8833333333333332,45,0.7666666666666666,53,0.7000000000000001,41,0.8333333333333334,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,145,0.6833333333333332,9,0.6666666666666666,34,0.65,47,0.75,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,17,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
17,244,2,1,2,0.75,3,0.7333333333333334,8,0.65,4,0.7166666666666667,49,0.7333333333333334,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,77,0.7166666666666667,18,0.7166666666666667,103,0.9166666666666666,136,0.65,137,0.6833333333333332,138,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,60,0.85,7,0.8666666666666666,85,0.9,10,0.6833333333333332,11,0.7833333333333333,36,0.6833333333333332,37,0.6333333333333333,0,0.0,0,0.0,0,0,0,0,0,0,4,129,0.6166666666666667,131,0.7333333333333334,132,0.65,133,0.75,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,68,0.85,33,0.65,57,0.7166666666666667,222,0.8166666666666668,21,0.7333333333333334,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,258,0.7833333333333333,34,0.7000000000000001,47,0.9166666666666666,130,0.6666666666666666,142,0.7999999999999999,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,7,17,0.9999999999999999,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
18,245,4,1,113,0.7833333333333333,18,0.7333333333333334,19,0.8333333333333334,4,0.6,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,2,192,0.7666666666666666,188,0.5666666666666668,162,0.8333333333333334,77,0.7000000000000001,103,0.6666666666666666,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,86,0.65,87,0.8333333333333334,102,0.5833333333333334,3,0.6333333333333333,7,0.7999999999999999,8,0.6,9,0.7000000000000001,0,0.0,0,0.0,0,0,0,0,0,0,5,256,0.6833333333333332,88,0.6333333333333333,220,0.7166666666666667,69,0.7333333333333334,33,0.6666666666666666,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6,160,0.75,161,0.7166666666666667,250,0.7333333333333334,219,0.7833333333333333,258,0.7833333333333333,34,0.6166666666666667,0,0.0,0,0,0,0,0,0,0,0,0,0,7,1,0.6666666666666666,70,0.6166666666666667,6,0.85,47,0.9,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
19,248,3,1,115,0.8333333333333334,14,0.5666666666666668,90,0.43333333333333335,2,0.2666666666666667,91,0.43333333333333335,71,0.5666666666666668,123,0.7000000000000001,0,0.0,0,0.0,0,0,0,0,0,0,2,32,0.6333333333333333,2,0.7999999999999999,91,0.65,104,0.7000000000000001,4,0.5166666666666666,202,0.9,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,3,235,0.8666666666666666,107,0.8166666666666668,90,0.85,39,0.6,68,0.7333333333333334,19,0.65,76,0.6,0,0.0,0,0.0,0,0,0,0,0,0,4,1,0.6833333333333332,3,0.7833333333333333,183,0.9500000000000001,50,0.8666666666666666,55,0.6666666666666666,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5,89,0.6166666666666667,253,0.7333333333333334,45,0.6,103,0.7166666666666667,41,0.6666666666666666,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,43,0.9333333333333332,46,0.5666666666666668,33,0.5499999999999999,40,0.7666666666666666,152,0.6,93,0.7999999999999999,0,0.0,0,0,0,0,0,0,0,0,0,0,7,44,0.7166666666666667,151,0.9166666666666666,53,0.6833333333333332,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0
